county_fips,county_nm,county_pop
54083,"Randolph County, West Virginia",27350
54085,"Ritchie County, West Virginia",8167
54087,"Roane County, West Virginia",13743
54089,"Summers County, West Virginia",11581
54091,"Taylor County, West Virginia",16388
54093,"Tucker County, West Virginia",6604
54095,"Tyler County, West Virginia",7919
54097,"Upshur County, West Virginia",23529
54099,"Wayne County, West Virginia",37686
54101,"Webster County, West Virginia",8045
54103,"Wetzel County, West Virginia",13890
54105,"Wirt County, West Virginia",5000
54107,"Wood County, West Virginia",83052
54109,"Wyoming County, West Virginia",20277
55001,"Adams County, Wisconsin",21449
55003,"Ashland County, Wisconsin",16079
55005,"Barron County, Wisconsin",46833
55007,"Bayfield County, Wisconsin",16769
55009,"Brown County, Wisconsin",271417
55011,"Buffalo County, Wisconsin",13419
55013,"Burnett County, Wisconsin",17092
55015,"Calumet County, Wisconsin",53199
55017,"Chippewa County, Wisconsin",66970
55019,"Clark County, Wisconsin",34774
55021,"Columbia County, Wisconsin",58091
55023,"Crawford County, Wisconsin",15944
55025,"Dane County, Wisconsin",575347
55027,"Dodge County, Wisconsin",88231
55029,"Door County, Wisconsin",30562
55031,"Douglas County, Wisconsin",44264
55033,"Dunn County, Wisconsin",45794
55035,"Eau Claire County, Wisconsin",107903
55037,"Florence County, Wisconsin",4682
55039,"Fond du Lac County, Wisconsin",103948
55041,"Forest County, Wisconsin",9325
55043,"Grant County, Wisconsin",51409
55045,"Green County, Wisconsin",36951
55047,"Green Lake County, Wisconsin",19344
55049,"Iowa County, Wisconsin",23956
55051,"Iron County, Wisconsin",6228
55053,"Jackson County, Wisconsin",20855
55055,"Jefferson County, Wisconsin",85743
55057,"Juneau County, Wisconsin",26594
55059,"Kenosha County, Wisconsin",167488
55061,"Kewaunee County, Wisconsin",20690
55063,"La Crosse County, Wisconsin",120486
55065,"Lafayette County, Wisconsin",16945
55067,"Langlade County, Wisconsin",19404
55069,"Lincoln County, Wisconsin",28405
55071,"Manitowoc County, Wisconsin",81331
55073,"Marathon County, Wisconsin",138612
55075,"Marinette County, Wisconsin",42106
55077,"Marquette County, Wisconsin",15838
55078,"Menominee County, Wisconsin",4226
55079,"Milwaukee County, Wisconsin",916205
55081,"Monroe County, Wisconsin",46151
55083,"Oconto County, Wisconsin",39775
55085,"Oneida County, Wisconsin",38226
55087,"Outagamie County, Wisconsin",193234
55089,"Ozaukee County, Wisconsin",93460
55091,"Pepin County, Wisconsin",7441
55093,"Pierce County, Wisconsin",43026
55095,"Polk County, Wisconsin",45762
55097,"Portage County, Wisconsin",71024
55099,"Price County, Wisconsin",14102
55101,"Racine County, Wisconsin",196613
55103,"Richland County, Wisconsin",17197
55105,"Rock County, Wisconsin",164278
55107,"Rusk County, Wisconsin",14143
55109,"St. Croix County, Wisconsin",96763
55111,"Sauk County, Wisconsin",65920
55113,"Sawyer County, Wisconsin",18552
55115,"Shawano County, Wisconsin",41109
55117,"Sheboygan County, Wisconsin",117752
55119,"Taylor County, Wisconsin",20058
55121,"Trempealeau County, Wisconsin",30899
55123,"Vernon County, Wisconsin",31170
55125,"Vilas County, Wisconsin",23885
55127,"Walworth County, Wisconsin",105822
55129,"Washburn County, Wisconsin",16930
55131,"Washington County, Wisconsin",138168
55133,"Waukesha County, Wisconsin",412591
55135,"Waupaca County, Wisconsin",51388
55137,"Waushara County, Wisconsin",24934
55139,"Winnebago County, Wisconsin",171735
55141,"Wood County, Wisconsin",73939
56001,"Albany County, Wyoming",38257
56003,"Big Horn County, Wyoming",12018
56005,"Campbell County, Wyoming",47498
56007,"Carbon County, Wyoming",14334
56009,"Converse County, Wyoming",13809
56011,"Crook County, Wyoming",7592
56013,"Fremont County, Wyoming",39815
56015,"Goshen County, Wyoming",12642
56017,"Hot Springs County, Wyoming",4661
56019,"Johnson County, Wyoming",8759
56021,"Laramie County, Wyoming",100984
56023,"Lincoln County, Wyoming",20880
56025,"Natrona County, Wyoming",79941
56027,"Niobrara County, Wyoming",2354
56029,"Park County, Wyoming",30735
56031,"Platte County, Wyoming",8546
56033,"Sheridan County, Wyoming",32519
56035,"Sublette County, Wyoming",8969
56037,"Sweetwater County, Wyoming",41249
56039,"Teton County, Wyoming",23232
56041,"Uinta County, Wyoming",20745
56043,"Washakie County, Wyoming",7710
56045,"Weston County, Wyoming",6808
